hs_code,name,category,tariff_rate,vat,parent_directory_code,parent_directory_name,section_code,section_name
5506.40,- من بولي بروبيلين,- من بولي بروبيلين,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5506.90,- غيرها,- غيرها,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5507.00,الياف اصطناعية غير مستمرة، مندوفة أو ممشطة أو محضرة بطريقة أخرى للغزل.,الياف اصطناعية غير مستمرة، مندوفة أو ممشطة أو محضرة بطريقة أخرى للغزل.,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5508.10,- من ألياف تركيبية غير مستمرة,- من ألياف تركيبية غير مستمرة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5508.20,- من ألياف اصطناعية غير مستمرة,- من ألياف اصطناعية غير مستمرة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.11,-- مفردة,-- مفردة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.12,-- مزوية أو متعددة الزوي,-- مزوية أو متعددة الزوي,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.21,-- مفردة,-- مفردة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.22,-- مزوية أو متعددة الزوي,-- مزوية أو متعددة الزوي,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.31.10,--- من الأنواع المستعملة في صناعة السجاد والموكيت,--- من الأنواع المستعملة في صناعة السجاد والموكيت,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.31.90,--- غيرها,--- غيرها,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.32.10,--- من ألياف أكريليك صرفة، من الأنواع المستعملة في صناعة السجاد والموكيت,--- من ألياف أكريليك صرفة، من الأنواع المستعملة في صناعة السجاد والموكيت,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.32.90,--- غيرها,--- غيرها,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.41,-- مفردة,-- مفردة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.42,-- مزوية أو متعددة الزوي,-- مزوية أو متعددة الزوي,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.51,-- مخلوطة بصورة رئيسية أو حصرية بألياف اصطناعية غير مستمرة,-- مخلوطة بصورة رئيسية أو حصرية بألياف اصطناعية غير مستمرة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.52,-- مخلوطة بصورة رئيسية أو حصرية بصوف أو بوبر ناعم,-- مخلوطة بصورة رئيسية أو حصرية بصوف أو بوبر ناعم,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.53,-- مخلوطة بصورة رئيسية أو حصرية بقطن,-- مخلوطة بصورة رئيسية أو حصرية بقطن,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.59,-- غيرها,-- غيرها,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.61,-- مخلوطة بصورة رئيسية أو حصرية بصوف أو بوبر ناعم,-- مخلوطة بصورة رئيسية أو حصرية بصوف أو بوبر ناعم,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.62,-- مخلوطة بصورة رئيسية أو حصرية بقطن,-- مخلوطة بصورة رئيسية أو حصرية بقطن,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.69.10,--- مخلوطة بألياف بولياميد فقط، من الأنواع المستعملة في صناعة السجاد والموكيت,--- مخلوطة بألياف بولياميد فقط، من الأنواع المستعملة في صناعة السجاد والموكيت,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.69.90,--- غيرها,--- غيرها,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.91,-- مخلوطة بصورة رئيسية أو حصرية بصوف أو بوبر ناعم,-- مخلوطة بصورة رئيسية أو حصرية بصوف أو بوبر ناعم,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.92,-- مخلوطة بصورة رئيسية أو حصرية بقطن,-- مخلوطة بصورة رئيسية أو حصرية بقطن,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5509.99,-- غيرها,-- غيرها,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5510.11,-- مفردة,-- مفردة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5510.12,-- مزوية أو متعددة الزوي,-- مزوية أو متعددة الزوي,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5510.20,- خيوط أخرى، مخلوطة بصورة رئيسية أو حصرية بصوف أو بوبر ناعم,- خيوط أخرى، مخلوطة بصورة رئيسية أو حصرية بصوف أو بوبر ناعم,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5510.30,- خيوط أخرى، مخلوطة بصورة رئيسية أو حصرية بقطن,- خيوط أخرى، مخلوطة بصورة رئيسية أو حصرية بقطن,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5510.90,- خيوط أخرى,- خيوط أخرى,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5511.10,- من ألياف تركيبية غير مستمرة، تحتوي على%85 أو أكثر وزنا من تلك الألياف,- من ألياف تركيبية غير مستمرة، تحتوي على%85 أو أكثر وزنا من تلك الألياف,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5511.20,- من ألياف تركيبية غير مستمرة، تحتوي على أقل من %85 وزنا من تلك الألياف,- من ألياف تركيبية غير مستمرة، تحتوي على أقل من %85 وزنا من تلك الألياف,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5511.30,- من ألياف اصطناعية غير مستمرة,- من ألياف اصطناعية غير مستمرة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5512.11,-- غير مقصورة أو مقصورة,-- غير مقصورة أو مقصورة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5512.19,-- غيرها,-- غيرها,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5512.21,-- غير مقصورة أو مقصورة,-- غير مقصورة أو مقصورة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5512.29,-- غيرها,-- غيرها,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5512.91,-- غير مقصورة أو مقصورة,-- غير مقصورة أو مقصورة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5512.99,-- غيرها,-- غيرها,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5513.11,-- من ألياف غير مستمرة، من بوليستر، بحياكة سادة,-- من ألياف غير مستمرة، من بوليستر، بحياكة سادة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5513.12,"-- من ألياف غير مستمرة، من بوليستر، بحياكة ""سرجيه"" بنسبة ثلاثة أو أربعة، بما فيها ""السرجيه"" المصلب","-- من ألياف غير مستمرة، من بوليستر، بحياكة ""سرجيه"" بنسبة ثلاثة أو أربعة، بما فيها ""السرجيه"" المصلب",0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5513.13,-- نسج أخرى، من ألياف غير مستمرة، من بوليستر,-- نسج أخرى، من ألياف غير مستمرة، من بوليستر,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5513.19,-- نسج أخرى,-- نسج أخرى,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5513.21,-- من ألياف غير مستمرة، من بوليستر، بحياكة سادة,-- من ألياف غير مستمرة، من بوليستر، بحياكة سادة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5513.23,-- نسج أخرى، من ألياف غير مستمرة، من بوليستر,-- نسج أخرى، من ألياف غير مستمرة، من بوليستر,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5513.29,-- نسج أخرى,-- نسج أخرى,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5513.31,-- من ألياف غير مستمرة، من بوليستر، بحياكة سادة,-- من ألياف غير مستمرة، من بوليستر، بحياكة سادة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5513.39,-- نسج أخرى,-- نسج أخرى,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5513.41,-- من ألياف غير مستمرة، من بوليستر، بحياكة سادة,-- من ألياف غير مستمرة، من بوليستر، بحياكة سادة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5513.49,-- نسج أخرى,-- نسج أخرى,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5514.11,-- من ألياف غير مستمرة، من بوليستر، بحياكة سادة,-- من ألياف غير مستمرة، من بوليستر، بحياكة سادة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5514.12,"-- من ألياف غير مستمرة، من بوليستر، بحياكة ""سرجيه"" بنسبة ثلاثة أو أربعة، بما فيها ""السرجيه"" المصلب","-- من ألياف غير مستمرة، من بوليستر، بحياكة ""سرجيه"" بنسبة ثلاثة أو أربعة، بما فيها ""السرجيه"" المصلب",0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5514.19,-- نسج أخرى,-- نسج أخرى,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5514.21,-- من ألياف غير مستمرة، من بوليستر، بحياكة سادة,-- من ألياف غير مستمرة، من بوليستر، بحياكة سادة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5514.22,"-- من ألياف غير مستمرة، من بوليستر، بحياكة ""سرجيه"" بنسبة ثلاثة أو أربعة، بما فيها ""السرجيه"" المصلب","-- من ألياف غير مستمرة، من بوليستر، بحياكة ""سرجيه"" بنسبة ثلاثة أو أربعة، بما فيها ""السرجيه"" المصلب",0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5514.23,-- نسج أخرى، من ألياف غير مستمرة، من بوليستر,-- نسج أخرى، من ألياف غير مستمرة، من بوليستر,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5514.29,-- نسج أخرى,-- نسج أخرى,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5514.30,- من خيوط مختلفة الألوان,- من خيوط مختلفة الألوان,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5514.41,-- من ألياف غير مستمرة، من بوليستر، بحياكة سادة,-- من ألياف غير مستمرة، من بوليستر، بحياكة سادة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5514.42,"-- من ألياف غير مستمرة، من بوليستر، بحياكة ""سرجيه"" بنسبة ثلاثة أو أربعة، بما فيها ""السرجيه"" المصلب","-- من ألياف غير مستمرة، من بوليستر، بحياكة ""سرجيه"" بنسبة ثلاثة أو أربعة، بما فيها ""السرجيه"" المصلب",0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5514.43,-- نسج أخرى، من ألياف غير مستمرة، من بوليستر,-- نسج أخرى، من ألياف غير مستمرة، من بوليستر,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5514.49,-- نسج أخرى,-- نسج أخرى,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5515.11,-- مخلوطة بصورة رئيسية أو حصرية مع ألياف حرير فسكوز غير مستمرة,-- مخلوطة بصورة رئيسية أو حصرية مع ألياف حرير فسكوز غير مستمرة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5515.12,-- مخلوطة بصورة رئيسية أو حصرية بشعيرات تركيبية أو اصطناعية,-- مخلوطة بصورة رئيسية أو حصرية بشعيرات تركيبية أو اصطناعية,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5515.13,-- مخلوطة بصورة رئيسية أو حصرية بصوف أو بوبر ناعم,-- مخلوطة بصورة رئيسية أو حصرية بصوف أو بوبر ناعم,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5515.19,-- غيرها,-- غيرها,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5515.21,-- مخلوطة بصورة رئيسية أو حصرية بشعيرات تركيبية أو اصطناعية,-- مخلوطة بصورة رئيسية أو حصرية بشعيرات تركيبية أو اصطناعية,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5515.22,-- مخلوطة بصورة رئيسية أو حصرية بصوف أو بوبر ناعم,-- مخلوطة بصورة رئيسية أو حصرية بصوف أو بوبر ناعم,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5515.29,-- غيرها,-- غيرها,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5515.91,-- مخلوطة بصورة رئيسية أو حصرية بشعيرات تركيبية أو اصطناعية,-- مخلوطة بصورة رئيسية أو حصرية بشعيرات تركيبية أو اصطناعية,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5515.99,-- غيرها,-- غيرها,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.11,-- غير مقصورة أو مقصورة,-- غير مقصورة أو مقصورة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.12,-- مصبوغة,-- مصبوغة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.13,-- من خيوط مختلفة الألوان,-- من خيوط مختلفة الألوان,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.14,-- مطبوعة,-- مطبوعة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.21,-- غير مقصورة أو مقصورة,-- غير مقصورة أو مقصورة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.22,-- مصبوغة,-- مصبوغة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.23,-- من خيوط مختلفة الألوان,-- من خيوط مختلفة الألوان,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.24,-- مطبوعة,-- مطبوعة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.31,-- غير مقصورة أو مقصورة,-- غير مقصورة أو مقصورة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.32,-- مصبوغة,-- مصبوغة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.33,-- من خيوط مختلفة الألوان,-- من خيوط مختلفة الألوان,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.34,-- مطبوعة,-- مطبوعة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.41,-- غير مقصورة أو مقصورة,-- غير مقصورة أو مقصورة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.42,-- مصبوغة,-- مصبوغة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.43,-- من خيوط مختلفة الألوان,-- من خيوط مختلفة الألوان,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.44,-- مطبوعة,-- مطبوعة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.91,-- غير مقصورة أو مقصورة,-- غير مقصورة أو مقصورة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.92,-- مصبوغة,-- مصبوغة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.93,-- من خيوط مختلفة الألوان,-- من خيوط مختلفة الألوان,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5516.94,-- مطبوعة,-- مطبوعة,0 %,11 %,55,ألياف تركيبية وإصطناعية غير مستمرة,11,مواد نسجية ومصنوعاتها
5601.21.10,--- حشو,--- حشو,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5601.21.20,--- أصناف أخرى من حشو,--- أصناف أخرى من حشو,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5601.22.10,--- حشو,--- حشو,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5601.22.20,--- أصناف أخرى من حشو,--- أصناف أخرى من حشو,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5601.29,-- غيرها,-- غيرها,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5601.30,- زغب وعقد، من مواد نسجية,- زغب وعقد، من مواد نسجية,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5602.10,- لباد إبرة وأصناف متحصل عليها بطريقة الحياكة بالتصنير,- لباد إبرة وأصناف متحصل عليها بطريقة الحياكة بالتصنير,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5602.21,-- من صوف أو من وبر ناعم,-- من صوف أو من وبر ناعم,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5602.29,-- من مواد نسجية أخر,-- من مواد نسجية أخر,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5602.90,- غيرها,- غيرها,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5603.11,-- بوزن لا يتجاوز 25 غم/م²,-- بوزن لا يتجاوز 25 غم/م²,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5603.12,-- بوزن يزيد عن 25 غم/م² ولا يتجاوز 70 غم/م²,-- بوزن يزيد عن 25 غم/م² ولا يتجاوز 70 غم/م²,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5603.13,-- بوزن يزيد عن 70 غم/م² ولا يتجاوز 150 غم/م²,-- بوزن يزيد عن 70 غم/م² ولا يتجاوز 150 غم/م²,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5603.14,-- بوزن يزيد عن 150 غم/م²,-- بوزن يزيد عن 150 غم/م²,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5603.91,-- بوزن لا يتجاوز 25 غم/م²,-- بوزن لا يتجاوز 25 غم/م²,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5603.92,-- بوزن يزيد عن 25 غم/م² ولا يتجاوز 70 غم/م²,-- بوزن يزيد عن 25 غم/م² ولا يتجاوز 70 غم/م²,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5603.93,-- بوزن يزيد عن 70 غم/م² ولا يتجاوز 150 غم/م²,-- بوزن يزيد عن 70 غم/م² ولا يتجاوز 150 غم/م²,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5603.94,-- بوزن يزيد عن 150 غم/م²,-- بوزن يزيد عن 150 غم/م²,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5604.10,- خيوط وحبال من مطاط، مغطاة بمواد نسجية,- خيوط وحبال من مطاط، مغطاة بمواد نسجية,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5604.90,- غيرها,- غيرها,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5605.00,خيوط نسجية معدنية أو ممعدنة، وإن كانت بشكل بريم، مؤلفة من خيوط نسجية، من قدد أو أشكال مماثلة مما يدخل في البند 54.04 أو البند 54.05، مضمومة إلى معدن بشكل خيوط أو أشرطة أو مساحيق، أو مغطاة بمعدن.,خيوط نسجية معدنية أو ممعدنة، وإن كانت بشكل بريم، مؤلفة من خيوط نسجية، من قدد أو أشكال مماثلة مما يدخل في البند 54.04 أو البند 54.05، مضمومة إلى معدن بشكل خيوط أو أشرطة أو مساحيق، أو مغطاة بمعدن.,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5606.00,خيوط بريم، بريم من قدد وأشكال مماثلة داخلة في البند 54.04 أو البند 54.05 (غير أصناف البند 56.05 وغير خيوط بريم شعر الخيل)، خيوط قطيفية، خيوط السلسلة.,خيوط بريم، بريم من قدد وأشكال مماثلة داخلة في البند 54.04 أو البند 54.05 (غير أصناف البند 56.05 وغير خيوط بريم شعر الخيل)، خيوط قطيفية، خيوط السلسلة.,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5607.21,-- خيوط ربط أو حزم,-- خيوط ربط أو حزم,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5607.29,-- غيرها,-- غيرها,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5607.41,-- خيوط ربط أو حزم,-- خيوط ربط أو حزم,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5607.49,-- غيرها,-- غيرها,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5607.50,- من ألياف تركيبية أخر,- من ألياف تركيبية أخر,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5607.90,- غيرها,- غيرها,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5608.11,-- شباك جاهزة لصيد الأسماك,-- شباك جاهزة لصيد الأسماك,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5608.19,-- غيرها,-- غيرها,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5608.90,- غيرها,- غيرها,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5609.00,أصناف مصنوعة من خيوط، أو من قدد أو أشكال مماثلة داخلة في البند 54.04 أو البند 54.05، أو من خيوط حزم أو أمراس أو حبال، غير مذكورة ولا داخلة في مكان آخر.,أصناف مصنوعة من خيوط، أو من قدد أو أشكال مماثلة داخلة في البند 54.04 أو البند 54.05، أو من خيوط حزم أو أمراس أو حبال، غير مذكورة ولا داخلة في مكان آخر.,0 %,11 %,56,"حشو, لباد ولامنسوجات خيوط خاصة; خيوط حزم وحبال",11,مواد نسجية ومصنوعاتها
5701.10,- من صوف أو من وبر ناعم,- من صوف أو من وبر ناعم,5 %,11 %,57,سجاد وأغطية أرضيات أخرى من مواد نسجية,11,مواد نسجية ومصنوعاتها
5701.90,- من مواد نسجية أخر,- من مواد نسجية أخر,5 %,11 %,57,سجاد وأغطية أرضيات أخرى من مواد نسجية,11,مواد نسجية ومصنوعاتها
5702.10,"- ""كليم"" أو ""شوماك"" أو ""سوماك"" أو ""كرماني""، وسجاد مماثل يدوي النسج","- ""كليم"" أو ""شوماك"" أو ""سوماك"" أو ""كرماني""، وسجاد مماثل يدوي النسج",20 %,11 %,57,سجاد وأغطية أرضيات أخرى من مواد نسجية,11,مواد نسجية ومصنوعاتها
