hs_code,name,category,tariff_rate,vat,parent_directory_code,parent_directory_name,section_code,section_name
2620.19,-- غيرها,-- غيرها,0 %,11 %,26,خامات معادن وخبثها,05,منتجات معدنية
2620.21,-- وحول البنزين بالرصاص ووحول المركبات المضادة للتفجير المحتوية على رصاص,-- وحول البنزين بالرصاص ووحول المركبات المضادة للتفجير المحتوية على رصاص,0 %,11 %,26,خامات معادن وخبثها,05,منتجات معدنية
2620.29,-- غيرها,-- غيرها,0 %,11 %,26,خامات معادن وخبثها,05,منتجات معدنية
2620.30,- محتوية بصورة رئيسية على نحاس,- محتوية بصورة رئيسية على نحاس,0 %,11 %,26,خامات معادن وخبثها,05,منتجات معدنية
2620.40,- محتوية بصورة رئيسية على ألومينيوم,- محتوية بصورة رئيسية على ألومينيوم,0 %,11 %,26,خامات معادن وخبثها,05,منتجات معدنية
2620.60,- محتوية على زرنيخ أو زئبق أوتاليوم أو خلائطها، من الأنواع المستعملة لاستخراج الزرنيخ أو لاستخراج هذه المعادن أو لتصنيع مركباتها الكيماويّة,- محتوية على زرنيخ أو زئبق أوتاليوم أو خلائطها، من الأنواع المستعملة لاستخراج الزرنيخ أو لاستخراج هذه المعادن أو لتصنيع مركباتها الكيماويّة,0 %,11 %,26,خامات معادن وخبثها,05,منتجات معدنية
2620.91,-- محتوية على الانتيموان أو البريليوم أو الكادميوم أو الكروم أو خلائطها,-- محتوية على الانتيموان أو البريليوم أو الكادميوم أو الكروم أو خلائطها,0 %,11 %,26,خامات معادن وخبثها,05,منتجات معدنية
2620.99,-- غيرها,-- غيرها,0 %,11 %,26,خامات معادن وخبثها,05,منتجات معدنية
2621.10,- رماد وبقايا ناتجة عن ترميد قمامة البلديات,- رماد وبقايا ناتجة عن ترميد قمامة البلديات,0 %,11 %,26,خامات معادن وخبثها,05,منتجات معدنية
2621.90,- غيرها,- غيرها,0 %,11 %,26,خامات معادن وخبثها,05,منتجات معدنية
2701.11,-- أنتراسيت,-- أنتراسيت,0 %,11 %,27,"وقود معدني, زيوت معدنية ومنتجات تقطيرها",05,منتجات معدنية
2701.12,-- فحم حجرى قاري,-- فحم حجرى قاري,0 %,11 %,27,"وقود معدني, زيوت معدنية ومنتجات تقطيرها",05,منتجات معدنية
2701.19,-- أنواع أخرى من فحم حجري,-- أنواع أخرى من فحم حجري,0 %,11 %,27,"وقود معدني, زيوت معدنية ومنتجات تقطيرها",05,منتجات معدنية
2701.20,- فحم حجري مكتل (كرات أو قوالب) ومواد وقود صلبة مماثلة مصنوعة من فحم حجري,- فحم حجري مكتل (كرات أو قوالب) ومواد وقود صلبة مماثلة مصنوعة من فحم حجري,0 %,11 %,27,"وقود معدني, زيوت معدنية ومنتجات تقطيرها",05,منتجات معدنية
2702.10,- ليجنيت، وإن كان مسحوقا، ولكن غير مكتل,- ليجنيت، وإن كان مسحوقا، ولكن غير مكتل,0 %,11 %,27,"وقود معدني, زيوت معدنية ومنتجات تقطيرها",05,منتجات معدنية
2702.20,- ليجنيت مكتل,- ليجنيت مكتل,0 %,11 %,27,"وقود معدني, زيوت معدنية ومنتجات تقطيرها",05,منتجات معدنية
2703.00,خنور (طحلب الوقود)، بما في ذلك قش الخنور، وإن كان مكتلا.,خنور (طحلب الوقود)، بما في ذلك قش الخنور، وإن كان مكتلا.,0 %,11 %,27,"وقود معدني, زيوت معدنية ومنتجات تقطيرها",05,منتجات معدنية
2704.00,فحم مجمر (كوك) أو نصف مجمر، من فحم حجري أو من ليجنيت أو من خنور، وإن كان مكتلا، فحم معوجات.,فحم مجمر (كوك) أو نصف مجمر، من فحم حجري أو من ليجنيت أو من خنور، وإن كان مكتلا، فحم معوجات.,0 %,11 %,27,"وقود معدني, زيوت معدنية ومنتجات تقطيرها",05,منتجات معدنية
2705.00,غاز فحم حجري وغاز مائي وغاز مولدات وغازات مماثلة، باستثناء غازات النفط وغيرها من الهيدروكربورات الغازية.,غاز فحم حجري وغاز مائي وغاز مولدات وغازات مماثلة، باستثناء غازات النفط وغيرها من الهيدروكربورات الغازية.,0 %,11 %,27,"وقود معدني, زيوت معدنية ومنتجات تقطيرها",05,منتجات معدنية
2706.00,قطران مقطر من فحم حجري أو من ليجنيت أو من خنور، وغيره من قطران معدني، وإن كان مقطرا جزئيا أو منزوعا منه الماء، بما في ذلك القطران المجدد. (322).,قطران مقطر من فحم حجري أو من ليجنيت أو من خنور، وغيره من قطران معدني، وإن كان مقطرا جزئيا أو منزوعا منه الماء، بما في ذلك القطران المجدد. (322).,5 %,11 %,27,"وقود معدني, زيوت معدنية ومنتجات تقطيرها",05,منتجات معدنية
